4.611053236417839152e-01,6.621565837501544038e-01,0.000000000000000000e+00
-1.756411653621275937e+00,4.043621489219020315e-01,1.000000000000000000e+00
1.544855335261194451e+00,2.285860813123170132e+00,0.000000000000000000e+00
-7.694534273567295024e-01,1.881744397438373628e+00,1.000000000000000000e+00
-2.087158535231627976e-01,3.359625125560964376e-01,0.000000000000000000e+00
2.778028843510292889e-01,2.360043826762988628e-01,0.000000000000000000e+00
2.226814181051263830e+00,1.349509430728210946e+00,0.000000000000000000e+00
1.355238430313348230e+00,1.001598542444845030e+00,0.000000000000000000e+00
-1.134915639645124541e+00,1.990865452495287125e+00,1.000000000000000000e+00
2.285187636542709289e-01,2.602965751600010869e+00,1.000000000000000000e+00
-1.234908885129059053e+00,2.018770556885537637e+00,1.000000000000000000e+00
-5.050700283113934708e-01,1.402881333855238166e+00,1.000000000000000000e+00
-6.940276250247727763e-01,7.354405168590116837e-02,0.000000000000000000e+00
1.031118972121973565e+00,1.355127509968482080e+00,0.000000000000000000e+00
3.910061103580846353e-01,1.581824329183116884e-01,1.000000000000000000e+00
2.244791621386680092e+00,2.840324637211929293e+00,0.000000000000000000e+00
2.747827322980254117e+00,1.024220805979610960e-01,0.000000000000000000e+00
-1.997411226058752876e-01,1.703580679010882282e+00,1.000000000000000000e+00
1.173689638366253840e+00,-7.673140748641293918e-02,0.000000000000000000e+00
-1.750109974185199979e-01,-8.929715253823689025e-03,1.000000000000000000e+00
-6.615779984628957777e-01,1.022503704750106213e+00,1.000000000000000000e+00
-2.064502596257336009e+00,1.288135054407882674e+00,1.000000000000000000e+00
-8.912785566954737337e-01,1.740629185991003691e+00,1.000000000000000000e+00
-9.660927955534348577e-02,1.088854019255539818e+00,0.000000000000000000e+00
7.018750480255268043e-01,-7.940991134392527684e-01,0.000000000000000000e+00
-1.405489719022825934e+00,1.900713046380704707e+00,1.000000000000000000e+00
7.574564905464994391e-01,1.806162049020348714e+00,0.000000000000000000e+00
-8.097409695051598355e-01,-1.935005868259946915e-01,1.000000000000000000e+00
2.049757881688044847e+00,-2.719505720084309797e-01,0.000000000000000000e+00
8.599127523672720486e-01,-3.683975690309413409e-01,0.000000000000000000e+00
6.908174112439362524e-01,1.444472968617319886e+00,0.000000000000000000e+00
1.102119598398080269e+00,1.773412144321335537e+00,0.000000000000000000e+00
-2.885852818298307643e+00,1.582070494083361645e+00,1.000000000000000000e+00
-1.488818187725253761e-01,2.024896212538739304e-01,0.000000000000000000e+00
-2.512411121651355828e+00,4.542338111512167487e-01,1.000000000000000000e+00
-8.718468904000871156e-01,1.211344877612655413e+00,1.000000000000000000e+00
-4.975034030897280690e-01,6.110635332007895437e-01,1.000000000000000000e+00
5.583122247657540393e-01,1.017801202383090242e+00,0.000000000000000000e+00
-5.166465036369303210e-01,1.954056085702453149e+00,1.000000000000000000e+00
-1.163466100416935323e+00,1.677477823011319202e+00,1.000000000000000000e+00
-9.252493821633950288e-01,2.239227297752416579e+00,1.000000000000000000e+00
-1.221404307046449089e+00,3.326041202188154244e+00,1.000000000000000000e+00
2.405065722727353084e-01,6.398257572000430882e-01,1.000000000000000000e+00
-1.492906920692266270e+00,-1.386823401101528130e+00,1.000000000000000000e+00
-1.657366362572425533e-01,1.268148508241956796e+00,0.000000000000000000e+00
3.478004521042976638e-01,1.923932291949280060e+00,0.000000000000000000e+00
-4.325353164902019376e-01,5.968597854045025741e-01,0.000000000000000000e+00
-8.950229407702625650e-02,2.709778078413678237e+00,0.000000000000000000e+00
