5.132585075782162498e+00,5.742205281305263753e+00,0.000000000000000000e+00
1.402432482633443911e+01,1.467525094002439090e+01,1.000000000000000000e+00
1.470607760357672156e+01,1.414650721022390734e+01,1.000000000000000000e+00
5.754015034219186475e+00,5.134874316328946975e+00,0.000000000000000000e+00
7.492543329484018244e+00,4.965609736407253116e+00,0.000000000000000000e+00
1.590534398300397534e+01,1.501705849479299637e+01,1.000000000000000000e+00
5.312331313895266582e+00,4.382323061475966064e+00,0.000000000000000000e+00
1.504378560534208731e+01,1.603028591231132793e+01,1.000000000000000000e+00
1.568627973124275599e+01,1.480877456645317380e+01,1.000000000000000000e+00
1.451320770438478647e+01,1.513484796199618465e+01,1.000000000000000000e+00
5.600838852831351744e+00,3.844914669114264605e+00,0.000000000000000000e+00
1.462574236536070416e+01,1.500430459181278486e+01,1.000000000000000000e+00
6.223119743702882900e+00,5.954005100435192155e+00,0.000000000000000000e+00
4.566991479751099092e+00,5.520106655924068129e+00,0.000000000000000000e+00
1.415627778997993858e+01,1.649998485901751621e+01,1.000000000000000000e+00
5.195180140709212857e+00,5.318850775369930339e+00,0.000000000000000000e+00
7.744746005498354791e+00,6.359131457458075509e+00,0.000000000000000000e+00
5.921733509864084866e+00,5.851184145316370433e+00,0.000000000000000000e+00
1.609707556614734258e+01,1.725516567207708363e+01,1.000000000000000000e+00
1.560254950540366536e+01,1.566584951514739110e+01,1.000000000000000000e+00
5.022104967172556833e+00,3.925407063868544100e+00,0.000000000000000000e+00
3.618075013081379687e+00,4.750549821772725778e+00,0.000000000000000000e+00
5.517218923437986255e+00,5.669236849841667869e+00,0.000000000000000000e+00
5.112981493732396743e+00,6.566047529460211862e+00,0.000000000000000000e+00
5.534215128293563879e+00,5.013668822541676562e+00,0.000000000000000000e+00
1.375008567030528361e+01,1.525647821108260516e+01,1.000000000000000000e+00
1.663918410584127017e+01,1.767164151135447270e+01,1.000000000000000000e+00
1.292678401578714187e+01,1.576364788335825651e+01,1.000000000000000000e+00
1.683441049630591380e+01,1.463282911720677149e+01,1.000000000000000000e+00
5.036780787910531743e+00,2.840331502215425630e+00,0.000000000000000000e+00
2.961131853374334266e+00,4.434671017277896254e+00,0.000000000000000000e+00
1.612377907162872148e+01,1.613351796718983167e+01,1.000000000000000000e+00
1.625773730561324726e+01,1.343420619473737077e+01,1.000000000000000000e+00
1.437880487592058287e+01,1.614991242707556296e+01,1.000000000000000000e+00
4.346336599303143977e+00,5.612044843482807188e+00,0.000000000000000000e+00
1.516570697850427152e+01,1.510462231769422026e+01,1.000000000000000000e+00
4.548794979549682260e+00,6.427334000693364580e+00,0.000000000000000000e+00
5.034813972107001767e+00,5.298756347436562208e+00,0.000000000000000000e+00
3.324113338861497624e+00,4.692870744285423612e+00,0.000000000000000000e+00
1.470609542823827454e+01,1.459603548195806866e+01,1.000000000000000000e+00
1.537184342028276163e+01,1.543049135577714992e+01,1.000000000000000000e+00
5.886348509191000389e+00,4.021216534567086498e+00,0.000000000000000000e+00
4.863287422410683902e+00,4.653343024341517697e+00,0.000000000000000000e+00
5.083033926402388936e+00,5.160243782441135352e+00,0.000000000000000000e+00
3.830287728365012967e+00,6.213426005524942397e+00,0.000000000000000000e+00
5.830830554497691942e+00,6.225592098652907858e+00,0.000000000000000000e+00
1.671519598064619316e+01,1.542601194287556154e+01,1.000000000000000000e+00
3.935191255207362904e+00,4.903593878293318831e+00,0.000000000000000000e+00
6.097227951089239539e+00,4.809484663859118214e+00,0.000000000000000000e+00
1.530360228442224546e+01,1.438525236120134565e+01,1.000000000000000000e+00
1.545479772071153057e+01,1.623829917546797219e+01,1.000000000000000000e+00
3.587623578852626949e+00,5.340772029872641546e+00,0.000000000000000000e+00
4.880161290194290125e+00,5.808275580513701186e+00,0.000000000000000000e+00
1.386959609251506897e+01,1.468661843103325992e+01,1.000000000000000000e+00
5.994289148387494492e+00,4.468849161543335669e+00,0.000000000000000000e+00
1.451862933008309042e+01,1.453756577709668463e+01,1.000000000000000000e+00
3.762055387019943353e+00,7.248695504696790692e+00,0.000000000000000000e+00
3.949062231126015288e+00,3.835345318798413672e+00,0.000000000000000000e+00
5.442077180062325326e+00,3.360825134460366570e+00,0.000000000000000000e+00
1.636109655947023001e+01,1.364271087684518236e+01,1.000000000000000000e+00
4.757508569228127371e+00,5.061143824905919963e+00,0.000000000000000000e+00
4.516083671125955767e+00,5.301579193335280493e+00,0.000000000000000000e+00
1.526208423708634854e+01,1.311712939519557963e+01,1.000000000000000000e+00
1.396534843606914578e+01,1.542820461122977171e+01,1.000000000000000000e+00
5.045508503593253202e+00,5.984244243560004506e+00,0.000000000000000000e+00
1.533241031116985909e+01,1.597770462726083807e+01,1.000000000000000000e+00
5.576119204499951465e+00,5.220781288245719409e+00,0.000000000000000000e+00
1.633615017215291232e+01,1.503462076299121009e+01,1.000000000000000000e+00
6.364225950467265136e+00,5.160325787433220235e+00,0.000000000000000000e+00
1.503036614518898517e+01,1.422286866393289095e+01,1.000000000000000000e+00
1.424602497147057534e+01,1.716156666661065344e+01,1.000000000000000000e+00
1.635579932118180579e+01,1.547125730799647059e+01,1.000000000000000000e+00
1.456754488560236283e+01,1.577032244521286941e+01,1.000000000000000000e+00
1.401964163661478580e+01,1.845965004574245327e+01,1.000000000000000000e+00
4.291642704154157606e+00,5.572739931562036730e+00,0.000000000000000000e+00
5.011997940196382118e+00,4.110042586224429861e+00,0.000000000000000000e+00
1.447498025224071228e+01,1.396719441134192863e+01,1.000000000000000000e+00
4.451084653759863841e+00,5.626445352601713523e+00,0.000000000000000000e+00
1.545408867120437257e+01,1.507725662423264623e+01,1.000000000000000000e+00
5.322517521453612233e+00,6.146804343511790947e+00,0.000000000000000000e+00
1.504324161772953339e+01,1.383457059331779071e+01,1.000000000000000000e+00
1.593067200053062216e+01,1.521381682758470077e+01,1.000000000000000000e+00
4.085856619596272665e+00,5.187903281813774470e+00,0.000000000000000000e+00
1.434868628351976483e+01,1.570427281337799030e+01,1.000000000000000000e+00
1.437739433038971626e+01,1.666827807255596383e+01,1.000000000000000000e+00
5.790350529827390957e+00,4.044287409589621518e+00,0.000000000000000000e+00
3.564221545856471440e+00,5.633657108370446309e+00,0.000000000000000000e+00
1.341041596217820775e+01,1.390510718951891000e+01,1.000000000000000000e+00
1.492710122130062622e+01,1.434033331248356724e+01,1.000000000000000000e+00
1.286205670243298904e+01,1.528864481450713342e+01,1.000000000000000000e+00
5.865114388775624299e+00,4.783478997536747102e+00,0.000000000000000000e+00
5.475800369659607369e+00,5.509538226226592172e+00,0.000000000000000000e+00
1.329194062805977339e+01,1.386137244115041511e+01,1.000000000000000000e+00
1.412025002027729670e+01,1.470630302678334367e+01,1.000000000000000000e+00
1.535896672544205543e+01,1.466584126435312463e+01,1.000000000000000000e+00
5.963982572425669204e+00,4.508454995886039818e+00,0.000000000000000000e+00
5.352459465977501551e+00,4.895653704776781190e+00,0.000000000000000000e+00
1.589057953175787574e+01,1.594057873294874739e+01,1.000000000000000000e+00
1.465539335793382314e+01,1.544697891113587751e+01,1.000000000000000000e+00
6.314075460874884804e+00,6.224176608555449519e+00,0.000000000000000000e+00
1.545575304935029237e+01,1.385560055871473573e+01,1.000000000000000000e+00
4.208104431009995317e+00,4.402847692160659854e+00,0.000000000000000000e+00
5.849351343557839478e+00,4.429009415577774611e+00,0.000000000000000000e+00
1.546148547538334128e+01,1.548913860942488618e+01,1.000000000000000000e+00
1.483864182904535589e+01,1.531758774116362432e+01,1.000000000000000000e+00
4.133104225810646959e+00,4.254680109350497119e+00,0.000000000000000000e+00
1.457340729572863935e+01,1.473062109116316876e+01,1.000000000000000000e+00
1.615108285649506215e+01,1.458604608820553139e+01,1.000000000000000000e+00
1.564543578954612713e+01,1.594668427908089114e+01,1.000000000000000000e+00
5.475766877158613433e+00,3.801213723126405153e+00,0.000000000000000000e+00
1.394178161215447886e+01,1.454763289631165257e+01,1.000000000000000000e+00
